A_Name_Ch	A_Summary	A_Keywords	A_AlsoKnown	A_Geo	A_Location	A_POIGroup	A_Name_En	A_Name_Latin	A_Phylum	A_Class	A_Order	A_Family	A_Conservation	A_Distribution	A_Habitat	A_Feature	A_Behavior	A_Diet	A_Crisis	A_Interpretation	A_Theme_Name	A_Theme_URL	A_Adopt	A_Code	A_Pic01_ALT	A_Pic01_URL	A_Pic02_ALT	A_Pic02_URL	A_Pic03_ALT	A_Pic03_URL	A_Pic04_ALT	A_Pic04_URL	A_pdf01_ALT	A_pdf01_URL	A_pdf02_ALT	A_pdf02_URL	A_Voice01_ALT	A_Voice01_URL	A_Voice02_ALT	A_Voice02_URL	A_Voice03_ALT	A_Voice03_URL	A_Vedio_URL	A_Update	A_CID
亞洲棕龜				MULTIPOINT ((121.5898494 24.9940697))	兩棲爬蟲動物館	兩棲爬蟲動物館	Asian brown tortoise	Manouria emys	脊索動物門	爬蟲綱	龜鱉目	陸龜科		南亞及東南亞，從印度東部經中南半島、馬來半島到婆羅洲和蘇門答臘。	生活在較高海拔的季風林和熱帶潮濕常綠林的森林底層和溪流附近。	亞洲最大的陸龜，背甲寬而扁平，背甲前後緣盾呈鋸齒狀，前腳前面及後腳後面有大型鱗片，尤其後腳鱗片特別發達而突出，所以又有六腳龜之稱。背甲為黃褐色或黑褐色，腹甲為黃色，盾板邊緣為深褐色。	夜行性	植物、兩棲類、蠕蟲		亞洲棕龜 Asian brown tortoise ．特徵：亞洲最大的陸龜，背甲寬而扁平，背甲前後緣盾呈鋸齒狀，前腳前面及後腳後面有大型鱗片，尤其後腳鱗片特別發達而突出，所以又有六腳龜之稱。背甲為黃褐色或黑褐色，腹甲為黃色，盾板邊緣為深褐色。 Characteristics: The largest land tortoise inhabiting Asia. It has a wide and smooth carapace that is flattened dorsally, and serrated front and rear carapacial margins. Very large scales cover the front of the forelimbs and behind the hind limbs. As the scales on the hind thighs are particularly conspicuous and tubercular, this species is also referred to as the six-footed tortoise. The carapace is yellowish brown or blackish brown, the plastron is yellow, and the marginal rim dark brown.  ．分布：南亞及東南亞，從印度東部經中南半島、馬來半島到婆羅洲和蘇門答臘。生活在較高海拔的季風林和熱帶潮濕常綠林的森林底層和溪流附近。 Distribution: It is native to South Asia and Southeast Asia, ranging from East India through Indochina and Malay Peninsula to Borneo and Sumatra. It occurs to slightly higher elevation monsoon forests, at the bottom of moister evergreen tropical forests, and nearby streams.				Tortoise-AB																				2015-06-03	48
亞達伯拉象龜				MULTIPOINT ((121.5898494 24.9940697))	兩棲爬蟲動物館	兩棲爬蟲動物館	Aldabra Giant Tortoise	Geochelone gigantea	脊索動物門	爬蟲綱	龜鱉目	陸龜科		印度洋的亞達伯拉群島，主要分部於亞達伯拉本島上		背甲平均約達90-130公分，雄龜可長到130公分以上，平均約為122 cm，重達250公斤左右，雌龜較小背甲平均約90公分，平均約重達159 公斤，體色具有深灰或黑色，頭較小，不寬於項部的粗度，龜甲也較狹長少有隆起，並且有一個非常長的脖子，缺乏牙齒，改為有角的額喙，百分之九十的亞達伯拉象龜具有頸盾	氣溫高時，喜歡泡在水中一整天，平時則是為尋找食物而到處走動，喜歡半乾旱有樹蔭的棲所。性情：溫和	任何植物類食物都能接受，較喜愛的食物是植被，包含二十一種草、薹和草本種類複合體，40%是原產地的植物，有時會攝食一些動物骨肉，補充養分，可餵食糙米、成犬飼料、貓飼料、綜合維生素、雞蛋、香蕉、蘋果、地瓜葉、胡蘿蔔、地瓜、玉蜀黍、蕃茄、甘藍、蓊菜、廣東萵苣等，甘藍較適合當作主食	早期少有人去干擾捕捉，在島上密度高，食物不足。目前野生的數量已十分稀少					Tortoise-AG																				2015-06-03	49
拉都希氏赤蛙				MULTIPOINT ((121.5898494 24.9940697))	兩棲爬蟲動物館	兩棲爬蟲動物館	Latouche’s frog	Rana latouchii Boulenger	脊索動物門	爬蟲綱	無尾目 	赤蛙科		廣泛分布在臺灣中、低海拔的山區、丘陵和平地	棲息在流動緩慢的溪流、溝渠或池塘中。	體長4-6公分，體型中型，扁平瘦長，上唇嘴角旁的白色頷腺明顯＊。背側褶明顯突出＊。皮膚粗糙有許多小顆粒。體背紅褐或黃褐色，體側有許多黑斑，後腿有黑色條紋＊，腹部黃白色。雄蛙具一對鳴囊。	繁殖季全年。雄蛙叫聲低沉細小，雄蛙的前臂肌肉特別發達，能抱緊雌蛙。卵粒黑白分明。			  特徵：體長4-6公分，體型中型，扁平瘦長，上唇嘴角旁的白色頷腺明顯＊。背側褶明顯突出＊。皮膚粗糙有許多小顆粒。體背紅褐或黃褐色，體側有許多黑斑，後腿有黑色條紋＊，腹部黃白色。雄蛙具一對鳴囊。 Characteristics: It is a medium sized frog with a flat body about 4-6 cm length, and has distinct white maxillary glands on the fringe of the upper lip. Its skin is rough and granular. Its back is rust or tawny colored. The sides are covered with black spots, and there are black stripes on the hind limbs. Its underbelly is yellowish-white. Male has a pair of vocal sacs.     習性：棲息在流動緩慢的溪流、溝渠或池塘中，繁殖季全年。雄蛙叫聲低沉細小，雄蛙的前臂肌肉特別發達，能抱緊雌蛙。卵粒黑白分明。 Habitat: It inhabits slow flowing streams, ditches or ponds. It breeds throughout the year. Male produces thin and mumbling croaking calls, and is capable of using its well developed, strong forelegs to hold the female tightly. The eggs are distinctively black and white colored.    分布：廣泛分布在臺灣中、低海拔的山區、丘陵和平地。 Distribution: It is found in Taiwan, widely distributed in mountainous regions of middle and low altitudes, hills and suburban.				Boulenger-RL																				2015-06-03	50
東方鈴蟾				MULTIPOINT ((121.5898494 24.9940697))	兩棲爬蟲動物館	兩棲爬蟲動物館	Oriental fire-bellied toad	Bombina orientalis	脊索動物門	爬蟲綱	無尾目 	鈴蟾科		亞洲東部的俄羅斯東部沿海、中國東北部、朝鮮半島和濟州島。生活在靠近海岸的平地和山區的溪流、水溝、草叢和沼澤附近。	亞洲東部的俄羅斯東部沿海、中國東北部、朝鮮半島和濟州島。生活在靠近海岸的平地和山區的溪流、水溝、草叢和沼澤附近。	體型小而扁平，吻部短而圓鈍，雙眼外突，背部皮膚粗糙，上有許多刺疣狀突起。身體背部為翠綠色或暗綠色，上有不規則的黑色斑點，腹部為紅色或橘紅色，雜有不規則黑色斑紋，四肢趾端常為紅色。	全日活動	節肢動物、蠕蟲		．特徵：體型小而扁平，吻部短而圓鈍，雙眼外突，背部皮膚粗糙，上有許多刺疣狀突起。身體背部為翠綠色或暗綠色，上有不規則的黑色斑點，腹部為紅色或橘紅色，雜有不規則黑色斑紋，四肢趾端常為紅色。Characteristics: Its body is small and flattened, has a short, rounded snout, eyes bulging outward, and rough dorsal skin covered with spiky warts. Its back can be bright green or dark green with irregular black spots. The tips of its fingers and toes are often red.  ．分布：亞洲東部的俄羅斯東部沿海、中國東北部、朝鮮半島和濟州島。生活在靠近海岸的平地和山區的溪流、水溝、草叢和沼澤附近。Distribution: It is found in East Asia along the Eastern coast of Russia, Northeastern China, the Korean Peninsula and Jeju Island. It inhabits flatlands near the coast, as well as keeping close to mountain streams, water ditches, dense vegetations, and swamps.				Toad-OF																				2015-06-03	51
東部菱背響尾蛇				MULTIPOINT ((121.5898494 24.9940697))	兩棲爬蟲動物館	兩棲爬蟲動物館	Eastern diamondback rattlesnake	Crotalus adamanteus	脊索動物門	爬蟲綱	有鱗目	蝮蛇科		北美洲的美國東南部	生活在乾燥的松林、潮濕的草原邊緣、低地闊葉林和海岸平原。	體型粗壯，頭部呈明顯三角形，具感應溫度的頰窩，瞳孔垂直，身體鱗片粗糙無光澤，尾巴末端為成串環狀排列，可發出聲響。身體背部為黃褐色，沿背中線有一排鑲黃白邊的灰黑色菱形斑，尾巴末端為黑色。	晨昏活動	鳥類、哺乳類		東部菱背響尾蛇 Eastern diamondback rattlesnake ．特徵：體型粗壯，頭部呈明顯三角形，具感應溫度的頰窩，瞳孔垂直，身體鱗片粗糙無光澤，尾巴末端為成串環狀排列，可發出聲響。身體背部為黃褐色，沿背中線有一排鑲黃白邊的灰黑色菱形斑，尾巴末端為黑色。 Characteristics: It is large and heavy-bodied, with a distinct triangular head, heat-sensing pit and vertical pupils. The scales on its body are rough and lackluster, and its tail is ringed into a rattle which can produce a buzzing sound. The back is yellowish brown, and has a row of slate black diamonds with yellowish white borders down the mid-dorsal. The tip of its tail is black. ．分布：北美洲的美國東南部。生活在乾燥的松林、潮濕的草原邊緣、低地闊葉林和海岸平原。 Distribution: It is found in North America in the Southeastern part of United States, occurring to dry pinelands, borders of moist pastures, lowland riparian forests, and coastal flatlands.  				Rattlesnake-ED																				2015-06-03	52
青蛇				MULTIPOINT ((121.5898494 24.9940697))	兩棲爬蟲動物館	兩棲爬蟲動物館	Smooth green snake	Cyclophiops major	脊索動物門	爬蟲綱	有鱗目	黃頷蛇科		東亞的中國南部、越南北部和臺灣。	生活在中、低海拔山區陰暗潮濕的樹林底層。	身體細長，頭部長橢圓形，背面有大而明顯的鱗片，全身鱗片平滑有光澤，尾長尖細。身體背面為的翠綠色或青綠色，腹面為黃色或黃綠色。	日行性	環節動物、節肢動物		58. 青蛇 Smooth green snake ．特徵：身體細長，頭部長橢圓形，背面有大而明顯的鱗片，全身鱗片平滑有光澤，尾長尖細。身體背面為的翠綠色或青綠色，腹面為黃色或黃綠色。 ．分布：東亞的中國南部、越南北部和臺灣。生活在中、低海拔山區陰暗潮濕的樹林底層。 				Snake-GG																				2015-06-03	53
非洲爪蟾				MULTIPOINT ((121.5898494 24.9940697))	兩棲爬蟲動物館	兩棲爬蟲動物館	African clawed toad	Xenopus laevis	脊索動物門	兩棲綱	無尾目 	爪蟾科		非洲南部的南非、史瓦濟蘭和那米比亞。	生活在水生植物和藻類茂盛的湖泊、池塘、水庫和溪流。	身體扁平，頭小成三角形，眼睛小朝上，前腳無蹼，後腳有蹼，內側三趾有角質的爪。體背為橄欖綠色或灰黑色，上有不規則黑色斑紋，背部兩側有白色針狀斑紋，腹面為乳白色。	夜行性	節肢動物、蠕蟲、魚類、兩棲類		非洲爪蟾 African clawed toad ．特徵：身體扁平，頭小成三角形，眼睛小朝上，前腳無蹼，後腳有蹼，內側三趾有角質的爪。體背為橄欖綠色或灰黑色，上有不規則黑色斑紋，背部兩側有白色針狀斑紋，腹面為乳白色。 ．分布：非洲南部的南非、史瓦濟蘭和那米比亞。生活在水生植物和藻類茂盛的湖泊、池塘、水庫和溪流。 				Toad-AC																				2015-06-03	54
扁頭長頸龜				MULTIPOINT ((121.5898494 24.9940697))	兩棲爬蟲動物館	兩棲爬蟲動物館	Siebenrock’s side-necked turtle	Chelodina siebenrocki	脊索動物門	爬蟲綱	龜鱉目	側頸龜科		新幾內亞南部和附近島嶼。	生活在具有泥灘的近海河流、河口和沼澤等濕地。	體型中小型，背甲扁平光滑呈長橢圓形，後半部較寬，無隆起稜，頭部寬大扁平，吻部突出，有四條以上頰鬚，頸部粗長，約可達背甲的3/4。頭、頸部和四肢為灰褐色，背甲為暗褐色或黑色，腹甲為黃色或淡褐色。	日行性	魚類、節肢動物、蛙類		扁頭長頸龜 Siebenrock’s side-necked turtle ．特徵：體型中小型，背甲扁平光滑呈長橢圓形，後半部較寬，無隆起稜，頭部寬大扁平，吻部突出，有四條以上頰鬚，頸部粗長，約可達背甲的3/4。頭、頸部和四肢為灰褐色，背甲為暗褐色或黑色，腹甲為黃色或淡褐色。 Characteristics: It is a medium-small size turtle. It has a smooth, oblong carapace that is broader behind the center and is flattened dorsally. No vertebral keel is present. The head is wide and flat, with a pointy snout and at least four chin barbells. The neck is long and thick, reaching about 3/4 of the length of the carapace. The head, neck and limbs are grayish brown in color, the carapace is dark brown or black, and the plastron is yellow or pale brown.  ．分布：新幾內亞南部和附近島嶼。生活在具有泥灘的近海河流、河口和沼澤等濕地。 Distribution: It is found in Southern Papua New Guinea and nearby islands, occurring to wetlands such as muddy shores of coastal rivers, estuaries and marshes. 				Turtle-SS																				2015-06-03	55
柏布拉奶蛇				MULTIPOINT ((121.5898494 24.9940697))	兩棲爬蟲動物館	兩棲爬蟲動物館	Pueblan milk snake	Lampropeltis triangulum campbelli	脊索動物門	爬蟲綱	有鱗目	黃頷蛇科		中美洲的墨西哥的柏布拉、莫雷羅斯、瓦哈卡等州。	生活在乾燥的草原樹林、農耕地和莽原。	體型細長，頭部橢圓形，頸部不明顯，與頭部區分不易，全身鱗片平滑有光澤，尾巴末端尖細。頭部前半為黑色，身體背部由黃色、黑色、紅色和黑色排列組成的環紋，尾部則為黃色和黑組成的環紋。	夜行性	爬蟲類、哺乳類		柏布拉奶蛇 Pueblan milk snake ．特徵：體型細長，頭部橢圓形，頸部不明顯，與頭部區分不易，全身鱗片平滑有光澤，尾巴末端尖細。頭部前半為黑色，身體背部由黃色、黑色、紅色和黑色排列組成的環紋，尾部則為黃色和黑組成的環紋。 Characteristics: It is slender in appearance, with a bulbous head that’s indistinguishable from the neck, smooth and glossy scales, and a narrow, pointy-tipped tail. The front half of the head is black; and the body is banded with touching yellow, black, red and white rings; the tail is banded with yellow and black rings.  ．分布：中美洲的墨西哥的柏布拉、莫雷羅斯、瓦哈卡等州。生活在乾燥的草原樹林、農耕地和莽原。 Distribution: It is native to Central America, founded in Mexico states such as Puebla, Morelos and Oaxaca, occurring to arid grassy woodlands, farmlands and savannas.  				Snake-PM																				2015-06-03	56
紅尾蚺				MULTIPOINT ((121.5898494 24.9940697))	兩棲爬蟲動物館	兩棲爬蟲動物館	Common boa constrictor	Boa constrictor	脊索動物門	爬蟲綱	有鱗目	蚺科 		中美洲和南美洲，從墨西哥、小安地列斯群島到阿根廷北部。	生活在潮濕的熱帶雨林和乾燥的草原。	體型粗壯，頭部寬大呈三角形，眼睛小，瞳孔垂直，身體鱗片平滑具有光澤。眼後有黑褐色條紋，身體花紋和顏色變異多，身體背部通常為淡褐色或灰色，上有大型黑褐色或紅褐色鞍形的斑紋，尾巴較為深紅。	夜行性、晨昏活動	哺乳類、鳥類		紅尾蚺 Common boa constrictor ．特徵：體型粗壯，頭部寬大呈三角形，眼睛小，瞳孔垂直，身體鱗片平滑具有光澤。眼後有黑褐色條紋，身體花紋和顏色變異多，身體背部通常為淡褐色或灰色，上有大型黑褐色或紅褐色鞍形的斑紋，尾巴較為深紅。 Characteristics: It is thick and heavy-bodied, with a large, wide head that is triangularly-shaped. It has small eyes, vertical pupils, and smooth and glossy scales on the body. There are blackish brown stripes behind the eyes. Its colors and patterns are highly variable, but often the dorsal is either light brown or gray and banded with huge blackish brown or reddish brown saddle-like markings. The tail tends to be darker in red. ．分布：中美洲和南美洲，從墨西哥、小安地列斯群島到阿根廷北部。生活在潮濕的熱帶雨林和乾燥的草原。 Distribution: It is found in Central America and South America, ranging from Mexico and the Lesser Antilles to the Northern region of Argentina, occurring to both humid tropical rainforests and arid grasslands.  				Boa constrictor																				2015-06-03	57
紅腹側頸龜				MULTIPOINT ((121.5898494 24.9940697))	兩棲爬蟲動物館	兩棲爬蟲動物館	Red-bellied short-neck turtle	Emydura subglobosa	脊索動物門	爬蟲綱	龜鱉目	側頸龜科		生活在澳洲.印尼和巴布亞紐幾內亞的這帶雨林合流或湖泊區										Turtle-RS																				2015-06-03	58
紅腿陸龜				MULTIPOINT ((121.5898494 24.9940697))	兩棲爬蟲動物館	兩棲爬蟲動物館	Red-foot tortoise	Geochelone carbonaria	脊索動物門	爬蟲綱	龜鱉目	陸龜科		巴拿馬、哥倫比亞、巴拉圭、巴西、阿根廷、委內瑞拉	自然棲地為溼熱雨林	背甲最長達510mm，呈黑褐色各盾片中央為黃色，前後緣不呈鋸齒狀。腹甲淡黃色，中央具小塊黑斑。四肢褐色，鱗片為鮮紅色，前肢5爪，後肢4爪，尾短，呈淡黃色。頭部呈現淡淡紫紅色。成熟的紅腿象龜背甲中央部位往往會凹下呈現葫蘆型，這是用以區分兩者間的最大差別所在		草食性。人工飼養條件下，喜食各種瓜果蔬菜和多肉型植物	長期的乾燥與低溫往往會讓紅腿象龜感到難以適應					Tortoise-Red																				2015-06-03	59
